Foundation,url,shade,hex,hue,sat,lightness,red,green,blue
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 1W1,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Shell,"(239, 203, 164)",31.2,0.700934579439252,0.790196078431373,239,203,164
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 1N1,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Linen,"(243, 206, 176)",26.865671641791,0.7362637362637359,0.8215686274509799,243,206,176
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 1C1,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Alabaster,"(242, 203, 180)",22.258064516128997,0.704545454545454,0.827450980392157,242,203,180
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 1N2,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Porcelain,"(246, 200, 167)",25.063291139240498,0.8144329896907221,0.809803921568627,246,200,167
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 1C2,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Ivory,"(240, 196, 171)",21.7391304347826,0.696969696969697,0.8058823529411758,240,196,171
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 1W2,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Sand,"(242, 199, 157)",29.647058823529395,0.765765765765766,0.7823529411764709,242,199,157
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 1N3,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Cashmere,"(223, 179, 138)",28.941176470588196,0.570469798657718,0.707843137254902,223,179,138
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 2W1,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Vanilla,"(238, 194, 156)",27.8048780487805,0.706896551724138,0.7725490196078431,238,194,156
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 2C1,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Bisque,"(234, 180, 152)",20.487804878048802,0.661290322580645,0.7568627450980391,234,180,152
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 2N1,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Cashew,"(221, 173, 140)",24.4444444444444,0.5436241610738259,0.707843137254902,221,173,140
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 2C2,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Teak,"(229, 174, 143)",21.6279069767442,0.6231884057971011,0.7294117647058821,229,174,143
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 2N2,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Desert,"(224, 174, 140)",24.285714285714302,0.5753424657534251,0.713725490196078,224,174,140
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 2W2,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Buff,"(225, 177, 134)",28.351648351648397,0.6026490066225171,0.7039215686274509,225,177,134
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 3W1,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Buttercup,"(226, 173, 127)",27.8787878787879,0.630573248407643,0.692156862745098,226,173,127
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 3N1,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Camel,"(213, 156, 121)",22.826086956521696,0.5227272727272729,0.654901960784314,213,156,121
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 3N2,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Noisette,"(212, 153, 113)",24.242424242424196,0.535135135135135,0.6372549019607839,212,153,113
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 3C1,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Pebble,"(216, 162, 132)",21.4285714285714,0.5185185185185179,0.6823529411764712,216,162,132
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 3W2,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Driftwood,"(219, 166, 121)",27.5510204081633,0.576470588235294,0.666666666666667,219,166,121
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 3C2,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Cassava,"(210, 155, 123)",22.0689655172414,0.49152542372881397,0.652941176470588,210,155,123
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 3N3,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Khaki,"(206, 151, 112)",24.893617021276604,0.4895833333333329,0.6235294117647061,206,151,112
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 3W3,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Olive,"(204, 154, 112)",27.3913043478261,0.474226804123711,0.619607843137255,204,154,112
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 4W1,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Hazel,"(195, 131, 83)",25.714285714285698,0.482758620689655,0.545098039215686,195,131,83
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 4C1,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Fawn,"(173, 109, 75)",20.816326530612198,0.395161290322581,0.486274509803922,173,109,75
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 4W2,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Bamboo,"(170, 109, 70)",23.4,0.4166666666666671,0.47058823529411803,170,109,70
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 4N1,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Tan,"(170, 117, 85)",22.588235294117602,0.33333333333333304,0.5,170,117,85
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 4N2,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Café,"(165, 105, 73)",20.8695652173913,0.38655462184873995,0.46666666666666706,165,105,73
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 4C2,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Sepia,"(163, 100, 70)",19.3548387096774,0.39914163090128796,0.456862745098039,163,100,70
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 5W1,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Amber,"(160, 99, 63)",22.2680412371134,0.43497757847533597,0.437254901960784,160,99,63
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 5W2,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Maple,"(150, 88, 55)",20.8421052631579,0.463414634146341,0.401960784313726,150,88,55
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 5N1,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Terracotta,"(134, 80, 52)",20.487804878048802,0.44086021505376294,0.36470588235294105,134,80,52
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 5W3,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Cardamom,"(121, 68, 44)",18.7012987012987,0.46666666666666706,0.323529411764706,121,68,44
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 5W4,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Coconut,"(117, 65, 39)",20.0,0.5,0.30588235294117605,117,65,39
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 5C1,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Walnut,"(108, 57, 35)",18.082191780821898,0.510489510489511,0.280392156862745,108,57,35
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 5N2,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Mocha,"(116, 70, 44)",21.6666666666667,0.45,0.313725490196078,116,70,44
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 6W1,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Clove,"(123, 71, 46)",19.4805194805195,0.4556213017751479,0.33137254901960805,123,71,46
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 6W2,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Truffle,"(113, 62, 42)",16.9014084507042,0.4580645161290321,0.303921568627451,113,62,42
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 6N2,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Sienna,"(102, 55, 39)",15.2380952380952,0.44680851063829796,0.276470588235294,102,55,39
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 6N1,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Espresso,"(100, 57, 39)",17.7049180327869,0.43884892086330896,0.272549019607843,100,57,39
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 6C1,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Mahogany,"(91, 51, 42)",11.0204081632653,0.368421052631579,0.26078431372549,91,51,42
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 6W3,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Tonka,"(91, 52, 41)",13.2,0.37878787878787895,0.258823529411765,91,52,41
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 6C2,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Cacao,"(79, 50, 44)",10.2857142857143,0.284552845528455,0.241176470588235,79,50,44
BECCA Cosmetics Ultimate Coverage 24 Hour Foundation 6C3,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Chestnut,"(71, 45, 41)",8.0,0.267857142857143,0.219607843137255,71,45,41
Benefit Cosmetics Hello Happy Flawless Brightening Foundation SPF 15 Shade 1,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Fair Cool,"(234, 207, 183)",28.2352941176471,0.548387096774194,0.8176470588235291,234,207,183
Benefit Cosmetics Hello Happy Flawless Brightening Foundation SPF 15 Shade 2,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Light Warm,"(247, 211, 179)",28.2352941176471,0.80952380952381,0.8352941176470591,247,211,179
Benefit Cosmetics Hello Happy Flawless Brightening Foundation SPF 15 Shade 3,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Light Neutral Warm,"(233, 199, 164)",30.4347826086957,0.610619469026549,0.7784313725490201,233,199,164
Benefit Cosmetics Hello Happy Flawless Brightening Foundation SPF 15 Shade 4,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Medium Neutral,"(208, 176, 153)",25.0909090909091,0.369127516778524,0.707843137254902,208,176,153
Benefit Cosmetics Hello Happy Flawless Brightening Foundation SPF 15 5,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Shade   Medium Neutral Warm,"(220, 181, 144)",29.2105263157895,0.52054794520548,0.713725490196078,220,181,144
Benefit Cosmetics Hello Happy Flawless Brightening Foundation SPF 15 Shade 6,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Medium Warm,"(213, 165, 117)",30.0,0.5333333333333329,0.647058823529412,213,165,117
Benefit Cosmetics Hello Happy Flawless Brightening Foundation SPF 15 Shade 7,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Medium-Tan Neutral,"(200, 140, 63)",33.7226277372263,0.554655870445344,0.515686274509804,200,140,63
Benefit Cosmetics Hello Happy Flawless Brightening Foundation SPF 15 Shade 8,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Tan Warm,"(171, 105, 57)",25.2631578947368,0.5,0.44705882352941206,171,105,57
Benefit Cosmetics Hello Happy Flawless Brightening Foundation SPF 15 Shade 9,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Deep Neutral,"(141, 93, 53)",27.2727272727273,0.45360824742267997,0.38039215686274497,141,93,53
Benefit Cosmetics Hello Happy Flawless Brightening Foundation SPF 15 Shade 10,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Deep Warm,"(145, 77, 38)",21.869158878504702,0.584699453551913,0.35882352941176504,145,77,38
Benefit Cosmetics Hello Happy Flawless Brightening Foundation SPF 15 Shade 11,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Dark Neutral,"(110, 69, 43)",23.283582089552198,0.437908496732026,0.3,110,69,43
Benefit Cosmetics Hello Happy Flawless Brightening Foundation SPF 15 Shade 12,https://www.ulta.com/hello-happy-flawless-brightening-foundation-spf-15?productId=pimprod2007275,Dark Warm,"(131, 80, 63)",15.0,0.350515463917526,0.38039215686274497,131,80,63
Benefit Cosmetics Hello Happy Velvet Powder Foundation Shade 1,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Fair Cool,"(227, 207, 183)",32.7272727272727,0.44,0.8039215686274509,227,207,183
Benefit Cosmetics Hello Happy Velvet Powder Foundation Shade 2,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Light Neutral,"(237, 210, 181)",31.071428571428598,0.608695652173913,0.819607843137255,237,210,181
Benefit Cosmetics Hello Happy Velvet Powder Foundation Shade 3,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Light Neutral Warm,"(223, 199, 165)",35.1724137931034,0.47540983606557397,0.7607843137254899,223,199,165
Benefit Cosmetics Hello Happy Velvet Powder Foundation Shade 4,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Medium Neutral,"(199, 174, 152)",28.0851063829787,0.29559748427673,0.688235294117647,199,174,152
Benefit Cosmetics Hello Happy Velvet Powder Foundation 5,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Shade   Medium Neutral Warm,"(218, 180, 138)",31.5,0.519480519480519,0.6980392156862739,218,180,138
Benefit Cosmetics Hello Happy Velvet Powder Foundation Shade 6,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Medium Warm,"(208, 162, 112)",31.25,0.5052631578947371,0.627450980392157,208,162,112
Benefit Cosmetics Hello Happy Velvet Powder Foundation Shade 7,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Medium-Tan Neutral,"(195, 158, 104)",35.6043956043956,0.43127962085308097,0.586274509803922,195,158,104
Benefit Cosmetics Hello Happy Velvet Powder Foundation Shade 8,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Tan Warm,"(180, 142, 105)",29.6,0.33333333333333304,0.558823529411765,180,142,105
Benefit Cosmetics Hello Happy Velvet Powder Foundation Shade 9,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Deep Neutral,"(183, 129, 69)",31.5789473684211,0.452380952380952,0.494117647058824,183,129,69
Benefit Cosmetics Hello Happy Velvet Powder Foundation Shade 10,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Deep Warm,"(148, 101, 66)",25.609756097561,0.38317757009345793,0.419607843137255,148,101,66
Benefit Cosmetics Hello Happy Velvet Powder Foundation Shade 11,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Dark Neutral,"(146, 103, 56)",31.3333333333333,0.4455445544554461,0.396078431372549,146,103,56
Benefit Cosmetics Hello Happy Velvet Powder Foundation Shade 12,https://www.ulta.com/hello-happy-velvet-powder-foundation?productId=pimprod2007277,Dark Warm,"(127, 87, 57)",25.714285714285698,0.38043478260869606,0.36078431372548997,127,87,57
It Cosmetics Your Skin But Better Foundation + Skincare 33,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Medium Neutral,"(217, 166, 129)",25.2272727272727,0.536585365853659,0.6784313725490201,217,166,129
It Cosmetics Your Skin But Better Foundation + Skincare 10,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Fair Warm,"(250, 230, 210)",30.0,0.8,0.901960784313726,250,230,210
It Cosmetics Your Skin But Better Foundation + Skincare 10.5,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Fair Neutral,"(232, 204, 181)",27.058823529411804,0.525773195876289,0.809803921568627,232,204,181
It Cosmetics Your Skin But Better Foundation + Skincare 11,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Fair Neutral,"(236, 200, 168)",28.2352941176471,0.641509433962264,0.792156862745098,236,200,168
It Cosmetics Your Skin But Better Foundation + Skincare 12,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Fair Warm,"(240, 203, 167)",29.589041095890398,0.70873786407767,0.7980392156862751,240,203,167
It Cosmetics Your Skin But Better Foundation + Skincare 20,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Light Cool,"(244, 203, 168)",27.631578947368396,0.775510204081633,0.807843137254902,244,203,168
It Cosmetics Your Skin But Better Foundation + Skincare 20.5,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Light Neutral,"(234, 193, 169)",22.153846153846196,0.6074766355140191,0.790196078431373,234,193,169
It Cosmetics Your Skin But Better Foundation + Skincare 21,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Light Warm,"(237, 198, 161)",29.2105263157895,0.6785714285714279,0.780392156862745,237,198,161
It Cosmetics Your Skin But Better Foundation + Skincare 21.5,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Light Neutral,"(224, 183, 143)",29.6296296296296,0.566433566433566,0.719607843137255,224,183,143
It Cosmetics Your Skin But Better Foundation + Skincare 22,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Light Neutral,"(222, 179, 145)",26.493506493506498,0.538461538461538,0.719607843137255,222,179,145
It Cosmetics Your Skin But Better Foundation + Skincare 22.5,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Light Warm,"(243, 207, 171)",30.0,0.75,0.811764705882353,243,207,171
It Cosmetics Your Skin But Better Foundation + Skincare 23,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Light Warm,"(236, 192, 151)",28.941176470588196,0.6910569105691059,0.758823529411765,236,192,151
It Cosmetics Your Skin But Better Foundation + Skincare 30,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Medium Cool,"(221, 178, 144)",26.493506493506498,0.5310344827586211,0.7156862745098042,221,178,144
It Cosmetics Your Skin But Better Foundation + Skincare 31,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Medium Neutral,"(214, 169, 130)",27.857142857142897,0.5060240963855421,0.674509803921569,214,169,130
It Cosmetics Your Skin But Better Foundation + Skincare 31.5,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Medium Neutral,"(204, 161, 123)",28.148148148148103,0.44262295081967207,0.641176470588235,204,161,123
It Cosmetics Your Skin But Better Foundation + Skincare 32,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Medium Warm,"(215, 160, 111)",28.2692307692308,0.565217391304348,0.63921568627451,215,160,111
It Cosmetics Your Skin But Better Foundation + Skincare 34,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Medium Cool,"(215, 159, 122)",23.8709677419355,0.53757225433526,0.66078431372549,215,159,122
It Cosmetics Your Skin But Better Foundation + Skincare 35,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Medium Warm,"(201, 149, 103)",28.163265306122497,0.475728155339806,0.5960784313725489,201,149,103
It Cosmetics Your Skin But Better Foundation + Skincare 36,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Medium Cool,"(211, 161, 135)",20.5263157894737,0.46341463414634204,0.6784313725490201,211,161,135
It Cosmetics Your Skin But Better Foundation + Skincare 39,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Tan Neutral,"(193, 147, 111)",26.341463414634102,0.398058252427184,0.5960784313725489,193,147,111
It Cosmetics Your Skin But Better Foundation + Skincare 40,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Tan Cool,"(205, 153, 108)",27.835051546391803,0.49238578680203005,0.613725490196078,205,153,108
It Cosmetics Your Skin But Better Foundation + Skincare 41,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Tan Warm,"(208, 152, 104)",27.6923076923077,0.5252525252525251,0.611764705882353,208,152,104
It Cosmetics Your Skin But Better Foundation + Skincare 42,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Tan Neutral,"(211, 150, 93)",28.9830508474576,0.572815533980582,0.5960784313725489,211,150,93
It Cosmetics Your Skin But Better Foundation + Skincare 42.5,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Tan Warm,"(182, 133, 90)",28.043478260869602,0.38655462184873995,0.5333333333333329,182,133,90
It Cosmetics Your Skin But Better Foundation + Skincare 43,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Tan Warm,"(180, 126, 80)",27.6,0.4,0.509803921568627,180,126,80
It Cosmetics Your Skin But Better Foundation + Skincare 44,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Tan Warm,"(184, 114, 65)",24.7058823529412,0.477911646586345,0.48823529411764705,184,114,65
It Cosmetics Your Skin But Better Foundation + Skincare 50,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Rich Cool,"(170, 116, 81)",23.5955056179775,0.3545816733067729,0.49215686274509796,170,116,81
It Cosmetics Your Skin But Better Foundation + Skincare 51,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Rich Warm,"(158, 99, 56)",25.2941176470588,0.476635514018692,0.419607843137255,158,99,56
It Cosmetics Your Skin But Better Foundation + Skincare 51.25,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Rich Neutral,"(158, 110, 77)",24.4444444444444,0.34468085106383,0.46078431372548995,158,110,77
It Cosmetics Your Skin But Better Foundation + Skincare 51.5,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Rich Warm,"(153, 98, 57)",25.625,0.4571428571428571,0.411764705882353,153,98,57
It Cosmetics Your Skin But Better Foundation + Skincare 51.75,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Rich Cool,"(154, 101, 66)",23.8636363636364,0.4,0.431372549019608,154,101,66
It Cosmetics Your Skin But Better Foundation + Skincare 52,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Rich Warm,"(142, 81, 43)",23.030303030303003,0.535135135135135,0.362745098039216,142,81,43
It Cosmetics Your Skin But Better Foundation + Skincare 53,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Rich Neutral,"(148, 94, 64)",21.4285714285714,0.39622641509434,0.41568627450980394,148,94,64
It Cosmetics Your Skin But Better Foundation + Skincare 58,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Deep Neutral,"(124, 78, 58)",18.181818181818198,0.362637362637363,0.356862745098039,124,78,58
It Cosmetics Your Skin But Better Foundation + Skincare 59,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Deep Cool,"(137, 83, 55)",20.487804878048802,0.4270833333333329,0.376470588235294,137,83,55
It Cosmetics Your Skin But Better Foundation + Skincare 60,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Deep Warm,"(115, 73, 42)",25.479452054794503,0.464968152866242,0.307843137254902,115,73,42
It Cosmetics Your Skin But Better Foundation + Skincare 61,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Deep Neutral,"(106, 60, 34)",21.6666666666667,0.5142857142857139,0.27450980392156893,106,60,34
It Cosmetics Your Skin But Better Foundation + Skincare 62,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Deep Cool,"(96, 55, 37)",18.3050847457627,0.443609022556391,0.26078431372549,96,55,37
It Cosmetics Your Skin But Better Foundation + Skincare 63,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Deep Cool,"(103, 63, 57)",7.82608695652174,0.2875,0.313725490196078,103,63,57
It Cosmetics Your Skin But Better Foundation + Skincare 64,https://www.ulta.com/your-skin-but-better-foundation-skincare?productId=pimprod2017112,Deep Cool,"(100, 72, 70)",4.0,0.17647058823529396,0.33333333333333304,100,72,70
KVD Vegan Beauty Lock-It Foundation 54,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Medium   N,"(209, 146, 100)",25.321100917431195,0.54228855721393,0.605882352941176,209,146,100
KVD Vegan Beauty Lock-It Foundation 40,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Light   N,"(249, 211, 185)",24.375,0.842105263157895,0.8509803921568629,249,211,185
KVD Vegan Beauty Lock-It Foundation 41,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Light   N,"(241, 204, 182)",22.372881355932197,0.6781609195402301,0.8294117647058821,241,204,182
KVD Vegan Beauty Lock-It Foundation 42,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Light   N,"(251, 204, 178)",21.369863013698602,0.9012345679012349,0.841176470588235,251,204,178
KVD Vegan Beauty Lock-It Foundation 42,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Light   W,"(248, 206, 163)",30.352941176470605,0.8585858585858589,0.8058823529411758,248,206,163
KVD Vegan Beauty Lock-It Foundation 43,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Light   W,"(249, 196, 150)",27.8787878787879,0.8918918918918921,0.7823529411764709,249,196,150
KVD Vegan Beauty Lock-It Foundation 44,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Light   C,"(241, 196, 173)",20.2941176470588,0.708333333333333,0.811764705882353,241,196,173
KVD Vegan Beauty Lock-It Foundation 45,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Light   N,"(241, 191, 145)",28.75,0.7741935483870971,0.7568627450980391,241,191,145
KVD Vegan Beauty Lock-It Foundation 45,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Light   W,"(242, 186, 145)",25.360824742268,0.788617886178862,0.758823529411765,242,186,145
KVD Vegan Beauty Lock-It Foundation 46,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Light   C,"(229, 180, 159)",18.0,0.5737704918032789,0.7607843137254899,229,180,159
KVD Vegan Beauty Lock-It Foundation 47,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Light   N,"(225, 173, 133)",26.0869565217391,0.6052631578947371,0.7019607843137249,225,173,133
KVD Vegan Beauty Lock-It Foundation 48,https://www.ulta.com/lock-it-foundation?productId=pimprod2018138,Light   N,"(219, 163, 126)",23.8709677419355,0.563636363636364,0.6764705882352939,219,163,126
