Foundation,url,shade,hex,hue,sat,lightness,red,green,blue
The Ordinary Coverage Foundation 3.2,https://www.ulta.com/coverage-foundation?productId=pimprod2017436,N,"(154, 109, 78)",24.4736842105263,0.327586206896552,0.454901960784314,154,109,78
The Ordinary Coverage Foundation 3.2,https://www.ulta.com/coverage-foundation?productId=pimprod2017436,R,"(152, 103, 74)",22.3076923076923,0.345132743362832,0.443137254901961,152,103,74
The Ordinary Coverage Foundation 3.3,https://www.ulta.com/coverage-foundation?productId=pimprod2017436,N,"(111, 79, 61)",21.6,0.29069767441860495,0.33725490196078395,111,79,61
The Ordinary Serum Foundation 3.1,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2017458,R,"(180, 125, 87)",24.5161290322581,0.382716049382716,0.523529411764706,180,125,87
The Ordinary Serum Foundation 1.0,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2017458,P,"(245, 232, 215)",34.0,0.6,0.901960784313726,245,232,215
The Ordinary Serum Foundation 1.0,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2017458,N,"(243, 231, 213)",36.0,0.555555555555556,0.8941176470588241,243,231,213
The Ordinary Serum Foundation 1.0,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2017458,NS,"(244, 232, 215)",35.1724137931034,0.5686274509803921,0.9,244,232,215
The Ordinary Serum Foundation 1.1,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2017458,P,"(247, 229, 210)",30.8108108108108,0.6981132075471701,0.8960784313725491,247,229,210
The Ordinary Serum Foundation 1.1,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2017458,N,"(238, 215, 183)",34.9090909090909,0.617977528089887,0.8254901960784309,238,215,183
The Ordinary Serum Foundation 1.2,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2017458,N,"(237, 213, 179)",35.1724137931034,0.617021276595745,0.8156862745098041,237,213,179
The Ordinary Serum Foundation 1.2,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2017458,P,"(233, 208, 178)",32.7272727272727,0.555555555555556,0.8058823529411758,233,208,178
The Ordinary Serum Foundation 1.2,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2017458,Y,"(238, 214, 169)",39.1304347826087,0.669902912621359,0.7980392156862751,238,214,169
The Ordinary Serum Foundation 1.2,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2017458,YG,"(237, 214, 169)",39.7058823529412,0.653846153846154,0.7960784313725491,237,214,169
The Ordinary Serum Foundation 2.0,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2017458,N,"(232, 209, 167)",38.769230769230795,0.585585585585586,0.7823529411764709,232,209,167
The Ordinary Serum Foundation 2.0,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2017458,P,"(239, 212, 174)",35.0769230769231,0.670103092783505,0.809803921568627,239,212,174
The Ordinary Serum Foundation 2.0,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2017458,YG,"(236, 211, 169)",37.6119402985075,0.6380952380952379,0.7941176470588229,236,211,169
The Ordinary Serum Foundation 2.1,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2017458,P,"(234, 197, 150)",33.5714285714286,0.666666666666667,0.752941176470588,234,197,150
The Ordinary Serum Foundation 2.1,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2017458,Y,"(216, 176, 125)",33.6263736263736,0.538461538461538,0.6686274509803921,216,176,125
The Ordinary Serum Foundation 3.0,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2017458,R,"(207, 160, 113)",30.0,0.494736842105263,0.627450980392157,207,160,113
The Ordinary Serum Foundation 3.0,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2017458,Y,"(203, 161, 106)",34.020618556701,0.482587064676617,0.605882352941176,203,161,106
The Ordinary Serum Foundation 3.1,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2017458,Y,"(198, 146, 100)",28.163265306122497,0.462264150943396,0.584313725490196,198,146,100
The Ordinary Serum Foundation 3.2,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2017458,N,"(154, 109, 79)",24.0,0.321888412017167,0.456862745098039,154,109,79
The Ordinary Serum Foundation 3.2,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2017458,R,"(152, 103, 73)",22.784810126582304,0.35111111111111104,0.44117647058823495,152,103,73
The Ordinary Serum Foundation 3.3,https://www.ulta.com/ulta/browse/productDetail.jsp?productId=pimprod2017458,N,"(112, 80, 62)",21.6,0.28735632183908,0.34117647058823497,112,80,62
ColourPop Pretty Fresh Foundation 03C,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Fair,"(235, 221, 210)",26.4,0.384615384615385,0.872549019607843,235,221,210
ColourPop Pretty Fresh Foundation 10N,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Fair,"(240, 223, 212)",23.571428571428598,0.482758620689655,0.886274509803922,240,223,212
ColourPop Pretty Fresh Foundation 15W,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Fair,"(231, 208, 185)",30.0,0.48936170212766,0.8156862745098041,231,208,185
ColourPop Pretty Fresh Foundation 05W,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Fair,"(238, 226, 216)",27.2727272727273,0.3928571428571429,0.890196078431372,238,226,216
ColourPop Pretty Fresh Foundation 20N,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Fair,"(240, 220, 208)",22.5,0.516129032258065,0.87843137254902,240,220,208
ColourPop Pretty Fresh Foundation 30N,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Fair,"(225, 199, 183)",22.857142857142897,0.411764705882353,0.8,225,199,183
ColourPop Pretty Fresh Foundation 25W,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Fair,"(230, 207, 186)",28.6363636363636,0.468085106382979,0.8156862745098041,230,207,186
ColourPop Pretty Fresh Foundation 33C,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Light,"(241, 219, 208)",20.0,0.540983606557377,0.880392156862745,241,219,208
ColourPop Pretty Fresh Foundation 40N,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Light,"(228, 195, 176)",21.923076923076895,0.490566037735849,0.792156862745098,228,195,176
ColourPop Pretty Fresh Foundation 55N,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Light,"(226, 194, 173)",23.7735849056604,0.47747747747747704,0.7823529411764709,226,194,173
ColourPop Pretty Fresh Foundation 60N,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Light,"(215, 185, 166)",23.265306122449,0.37984496124031,0.747058823529412,215,185,166
ColourPop Pretty Fresh Foundation 45W,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Light,"(224, 201, 178)",30.0,0.42592592592592604,0.7882352941176469,224,201,178
ColourPop Pretty Fresh Foundation 50W,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Light,"(230, 199, 170)",29.0,0.545454545454545,0.7843137254901958,230,199,170
ColourPop Pretty Fresh Foundation 70W,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Light,"(216, 185, 157)",28.4745762711864,0.43065693430656893,0.7313725490196079,216,185,157
ColourPop Pretty Fresh Foundation 85N,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Medium,"(212, 175, 154)",21.724137931034498,0.402777777777778,0.7176470588235291,212,175,154
ColourPop Pretty Fresh Foundation 95N,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Medium,"(205, 167, 145)",22.0,0.375,0.686274509803922,205,167,145
ColourPop Pretty Fresh Foundation 80W,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Medium,"(215, 180, 144)",30.4225352112676,0.4701986754966889,0.7039215686274509,215,180,144
ColourPop Pretty Fresh Foundation 83C,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Medium,"(217, 182, 163)",21.111111111111104,0.41538461538461496,0.7450980392156858,217,182,163
ColourPop Pretty Fresh Foundation 100W,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Medium,"(208, 172, 135)",30.410958904109602,0.43712574850299396,0.672549019607843,208,172,135
ColourPop Pretty Fresh Foundation 105N,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Medium,"(204, 167, 146)",21.724137931034498,0.3625,0.686274509803922,204,167,146
ColourPop Pretty Fresh Foundation 110W,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Medium,"(212, 174, 135)",30.3896103896104,0.47239263803681003,0.680392156862745,212,174,135
ColourPop Pretty Fresh Foundation 130N,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Medium Dark,"(197, 152, 125)",22.5,0.382978723404255,0.6313725490196079,197,152,125
ColourPop Pretty Fresh Foundation 120W,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Medium Dark,"(199, 160, 123)",29.2105263157895,0.40425531914893603,0.6313725490196079,199,160,123
ColourPop Pretty Fresh Foundation 135W,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Medium Dark,"(203, 165, 126)",30.3896103896104,0.42541436464088395,0.645098039215686,203,165,126
ColourPop Pretty Fresh Foundation 145W,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Med Dark,"(201, 156, 117)",27.857142857142897,0.4375,0.6235294117647061,201,156,117
ColourPop Pretty Fresh Foundation 147W,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Medium Dark,"(190, 151, 116)",28.3783783783784,0.362745098039216,0.6,190,151,116
ColourPop Pretty Fresh Foundation 155W,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Dark,"(179, 133, 95)",27.142857142857103,0.35593220338983095,0.537254901960784,179,133,95
ColourPop Pretty Fresh Foundation 157W,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Dark,"(174, 132, 104)",24.0,0.30172413793103403,0.545098039215686,174,132,104
ColourPop Pretty Fresh Foundation 170N,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Dark,"(172, 127, 103)",20.8695652173913,0.293617021276596,0.53921568627451,172,127,103
ColourPop Pretty Fresh Foundation 175W,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Dark,"(177, 133, 108)",21.7391304347826,0.306666666666667,0.558823529411765,177,133,108
ColourPop Pretty Fresh Foundation 180N,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Dark,"(166, 124, 107)",17.2881355932203,0.24894514767932502,0.5352941176470589,166,124,107
ColourPop Pretty Fresh Foundation 125N,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Med Dark,"(205, 160, 130)",24.0,0.42857142857142894,0.6568627450980389,205,160,130
ColourPop Pretty Fresh Foundation 148N,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Med Dark,"(193, 146, 118)",22.4,0.376884422110553,0.609803921568628,193,146,118
ColourPop Pretty Fresh Foundation 153C,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Dark,"(177, 128, 104)",19.7260273972603,0.318777292576419,0.5509803921568629,177,128,104
ColourPop Pretty Fresh Foundation 173N,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Dark,"(166, 119, 95)",20.2816901408451,0.28514056224899603,0.511764705882353,166,119,95
ColourPop Pretty Fresh Foundation 185W,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Deep Dark,"(165, 105, 69)",22.5,0.41025641025640996,0.458823529411765,165,105,69
ColourPop Pretty Fresh Foundation 190W,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Deep Dark,"(163, 112, 80)",23.132530120481896,0.34156378600823106,0.476470588235294,163,112,80
ColourPop Pretty Fresh Foundation 200N,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Deep Dark,"(152, 106, 88)",16.875,0.266666666666667,0.47058823529411803,152,106,88
ColourPop Pretty Fresh Foundation 205N,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Deep Dark,"(144, 98, 83)",14.754098360655698,0.268722466960352,0.445098039215686,144,98,83
ColourPop Pretty Fresh Foundation 213C,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Deep Dark,"(133, 83, 65)",15.882352941176501,0.34343434343434304,0.388235294117647,133,83,65
ColourPop Pretty Fresh Foundation 210C,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Deep Dark,"(124, 83, 74)",10.8,0.252525252525252,0.388235294117647,124,83,74
ColourPop Pretty Fresh Foundation 215N,https://www.ulta.com/pretty-fresh-foundation?productId=pimprod2016944,Deep Dark,"(106, 72, 63)",12.558139534883699,0.254437869822485,0.33137254901960805,106,72,63
Revlon ColorStay Light Cover Liquid Foundation 110,https://www.ulta.com/colorstay-light-cover-liquid-foundation?productId=pimprod2021383,Ivory,"(231, 176, 148)",20.240963855421697,0.6335877862595419,0.7431372549019609,231,176,148
Revlon ColorStay Light Cover Liquid Foundation 150,https://www.ulta.com/colorstay-light-cover-liquid-foundation?productId=pimprod2021383,Buff,"(223, 184, 145)",30.0,0.549295774647887,0.7215686274509799,223,184,145
Revlon ColorStay Light Cover Liquid Foundation 210,https://www.ulta.com/colorstay-light-cover-liquid-foundation?productId=pimprod2021383,Crème Brulee,"(214, 178, 140)",30.8108108108108,0.474358974358974,0.694117647058824,214,178,140
Revlon ColorStay Light Cover Liquid Foundation 240,https://www.ulta.com/colorstay-light-cover-liquid-foundation?productId=pimprod2021383,Medium Beige,"(224, 171, 139)",22.588235294117602,0.5782312925170071,0.7117647058823531,224,171,139
Revlon ColorStay Light Cover Liquid Foundation 220,https://www.ulta.com/colorstay-light-cover-liquid-foundation?productId=pimprod2021383,Natural Beige,"(214, 166, 126)",27.2727272727273,0.5176470588235289,0.666666666666667,214,166,126
Revlon ColorStay Light Cover Liquid Foundation 330,https://www.ulta.com/colorstay-light-cover-liquid-foundation?productId=pimprod2021383,Natural Tan,"(189, 136, 99)",24.6666666666667,0.40540540540540504,0.5647058823529411,189,136,99
Revlon ColorStay Light Cover Liquid Foundation 440,https://www.ulta.com/colorstay-light-cover-liquid-foundation?productId=pimprod2021383,Caramel,"(176, 118, 70)",27.1698113207547,0.430894308943089,0.48235294117647104,176,118,70
Almay Skin Perfecting Healthy Biome Makeup 100,https://www.ulta.com/skin-perfecting-healthy-biome-makeup?productId=pimprod2021336,Fair,"(223, 182, 145)",28.461538461538503,0.549295774647887,0.7215686274509799,223,182,145
Almay Skin Perfecting Healthy Biome Makeup 110,https://www.ulta.com/skin-perfecting-healthy-biome-makeup?productId=pimprod2021336,Light,"(216, 176, 124)",33.913043478260896,0.5411764705882349,0.666666666666667,216,176,124
Almay Skin Perfecting Healthy Biome Makeup 120,https://www.ulta.com/skin-perfecting-healthy-biome-makeup?productId=pimprod2021336,Beige,"(217, 168, 129)",26.5909090909091,0.536585365853659,0.6784313725490201,217,168,129
Almay Skin Perfecting Healthy Biome Makeup 130,https://www.ulta.com/skin-perfecting-healthy-biome-makeup?productId=pimprod2021336,Medium,"(199, 159, 130)",25.2173913043478,0.38121546961326,0.645098039215686,199,159,130
Almay Skin Perfecting Healthy Biome Makeup 140,https://www.ulta.com/skin-perfecting-healthy-biome-makeup?productId=pimprod2021336,Golden,"(215, 161, 115)",27.6,0.555555555555556,0.647058823529412,215,161,115
Almay Skin Perfecting Healthy Biome Makeup 150,https://www.ulta.com/skin-perfecting-healthy-biome-makeup?productId=pimprod2021336,Tan,"(212, 157, 98)",31.052631578947395,0.57,0.607843137254902,212,157,98
HOURGLASS Veil Fluid Makeup No. 3.5,https://www.ulta.com/veil-fluid-makeup?productId=pimprod2020482,Honey,"(216, 162, 123)",25.1612903225806,0.543859649122807,0.664705882352941,216,162,123
HOURGLASS Veil Fluid Makeup No. 0,https://www.ulta.com/veil-fluid-makeup?productId=pimprod2020482,Porcelain,"(246, 211, 171)",32.0,0.806451612903226,0.8176470588235291,246,211,171
HOURGLASS Veil Fluid Makeup No. 1,https://www.ulta.com/veil-fluid-makeup?productId=pimprod2020482,Ivory,"(232, 184, 155)",22.597402597402603,0.626016260162602,0.758823529411765,232,184,155
HOURGLASS Veil Fluid Makeup No. 1.5,https://www.ulta.com/veil-fluid-makeup?productId=pimprod2020482,Nude,"(238, 197, 169)",24.347826086956502,0.669902912621359,0.7980392156862751,238,197,169
HOURGLASS Veil Fluid Makeup No. 2,https://www.ulta.com/veil-fluid-makeup?productId=pimprod2020482,Light Beige,"(226, 176, 143)",23.855421686746997,0.588652482269504,0.723529411764706,226,176,143
HOURGLASS Veil Fluid Makeup No. 3,https://www.ulta.com/veil-fluid-makeup?productId=pimprod2020482,Sand,"(204, 151, 98)",30.0,0.509615384615385,0.592156862745098,204,151,98
HOURGLASS Veil Fluid Makeup No. 4,https://www.ulta.com/veil-fluid-makeup?productId=pimprod2020482,Beige,"(205, 151, 117)",23.181818181818198,0.468085106382979,0.6313725490196079,205,151,117
HOURGLASS Veil Fluid Makeup No. 5,https://www.ulta.com/veil-fluid-makeup?productId=pimprod2020482,Warm Beige,"(184, 128, 95)",22.247191011236,0.38528138528138506,0.547058823529412,184,128,95
HOURGLASS Veil Fluid Makeup No. 6,https://www.ulta.com/veil-fluid-makeup?productId=pimprod2020482,Sable,"(176, 111, 77)",20.606060606060602,0.39130434782608703,0.49607843137254903,176,111,77
HOURGLASS Veil Fluid Makeup No. 7,https://www.ulta.com/veil-fluid-makeup?productId=pimprod2020482,Chestnut,"(146, 102, 63)",28.192771084337398,0.39712918660287105,0.409803921568627,146,102,63
HOURGLASS Veil Fluid Makeup No. 8,https://www.ulta.com/veil-fluid-makeup?productId=pimprod2020482,Walnut,"(117, 74, 56)",17.7049180327869,0.35260115606936404,0.33921568627451004,117,74,56
FLOWER Beauty Light Illusion Liquid Foundation M5,https://www.ulta.com/light-illusion-liquid-foundation?productId=xlsImpprod17631333,Caramel,"(206, 140, 81)",28.32,0.560538116591928,0.5627450980392161,206,140,81
FLOWER Beauty Light Illusion Liquid Foundation L1,https://www.ulta.com/light-illusion-liquid-foundation?productId=xlsImpprod17631333,Porcelain,"(249, 218, 186)",30.4761904761905,0.84,0.852941176470588,249,218,186
FLOWER Beauty Light Illusion Liquid Foundation L2,https://www.ulta.com/light-illusion-liquid-foundation?productId=xlsImpprod17631333,Ivory,"(241, 205, 171)",29.142857142857103,0.7142857142857142,0.807843137254902,241,205,171
FLOWER Beauty Light Illusion Liquid Foundation L3,https://www.ulta.com/light-illusion-liquid-foundation?productId=xlsImpprod17631333,Nude,"(239, 197, 149)",32.0,0.737704918032787,0.7607843137254899,239,197,149
FLOWER Beauty Light Illusion Liquid Foundation L4,https://www.ulta.com/light-illusion-liquid-foundation?productId=xlsImpprod17631333,Warm Beige,"(234, 191, 147)",30.3448275862069,0.6744186046511629,0.747058823529412,234,191,147
FLOWER Beauty Light Illusion Liquid Foundation M1,https://www.ulta.com/light-illusion-liquid-foundation?productId=xlsImpprod17631333,Natural Beige,"(230, 186, 151)",26.582278481012697,0.612403100775194,0.747058823529412,230,186,151
FLOWER Beauty Light Illusion Liquid Foundation M2,https://www.ulta.com/light-illusion-liquid-foundation?productId=xlsImpprod17631333,Soft Sand,"(236, 185, 134)",30.0,0.7285714285714291,0.7254901960784309,236,185,134
FLOWER Beauty Light Illusion Liquid Foundation M3,https://www.ulta.com/light-illusion-liquid-foundation?productId=xlsImpprod17631333,Classic Tan,"(220, 168, 111)",31.376146788990802,0.608938547486033,0.6490196078431371,220,168,111
FLOWER Beauty Light Illusion Liquid Foundation M4,https://www.ulta.com/light-illusion-liquid-foundation?productId=xlsImpprod17631333,Tawny,"(203, 160, 105)",33.673469387755105,0.48514851485148497,0.603921568627451,203,160,105
FLOWER Beauty Light Illusion Liquid Foundation D1,https://www.ulta.com/light-illusion-liquid-foundation?productId=xlsImpprod17631333,Sable,"(186, 125, 58)",31.40625,0.524590163934426,0.4784313725490201,186,125,58
FLOWER Beauty Light Illusion Liquid Foundation D3,https://www.ulta.com/light-illusion-liquid-foundation?productId=xlsImpprod17631333,Mocha,"(112, 75, 44)",27.352941176470605,0.43589743589743607,0.30588235294117605,112,75,44
Tarte Face Tape Foundation 8B,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Porcelain Beige,"(246, 222, 210)",20.0,0.666666666666667,0.8941176470588241,246,222,210
Tarte Face Tape Foundation 12B,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Fair Beige,"(242, 203, 184)",19.6551724137931,0.690476190476191,0.8352941176470591,242,203,184
Tarte Face Tape Foundation 12N,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Fair Neutral,"(237, 205, 182)",25.0909090909091,0.604395604395604,0.8215686274509799,237,205,182
Tarte Face Tape Foundation 12S,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Fair Sand,"(241, 210, 181)",29.0,0.681818181818182,0.827450980392157,241,210,181
Tarte Face Tape Foundation 14H,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Fair Honey,"(243, 199, 176)",20.597014925373102,0.7362637362637359,0.8215686274509799,243,199,176
Tarte Face Tape Foundation 15S,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Fair-Light Sand,"(242, 206, 176)",27.2727272727273,0.7173913043478259,0.819607843137255,242,206,176
Tarte Face Tape Foundation 16N,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Fair-Light Neutral,"(234, 197, 172)",24.1935483870968,0.596153846153846,0.7960784313725491,234,197,172
Tarte Face Tape Foundation 18B,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Fair-Light Beige,"(243, 197, 176)",18.8059701492537,0.7362637362637359,0.8215686274509799,243,197,176
Tarte Face Tape Foundation 18H,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Fair-Light Honey,"(236, 192, 170)",20.0,0.634615384615384,0.7960784313725491,236,192,170
Tarte Face Tape Foundation 20B,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Light Beige,"(237, 192, 172)",18.461538461538503,0.643564356435644,0.801960784313726,237,192,172
Tarte Face Tape Foundation 20S,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Light Sand,"(240, 203, 170)",28.285714285714302,0.7,0.8039215686274509,240,203,170
Tarte Face Tape Foundation 22N,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Light Neutral,"(234, 191, 162)",24.1666666666667,0.631578947368421,0.776470588235294,234,191,162
Tarte Face Tape Foundation 22H,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Light Honey,"(236, 190, 165)",21.1267605633803,0.6513761467889909,0.786274509803922,236,190,165
Tarte Face Tape Foundation 22B,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Light Beige,"(237, 184, 162)",17.6,0.675675675675676,0.7823529411764709,237,184,162
Tarte Face Tape Foundation 27H,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Light-Medium Honey,"(227, 172, 141)",21.6279069767442,0.6056338028169009,0.7215686274509799,227,172,141
Tarte Face Tape Foundation 27S,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Light-Medium Sand,"(221, 175, 138)",26.7469879518072,0.549668874172186,0.7039215686274509,221,175,138
Tarte Face Tape Foundation 27B,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Light-Medium Beige,"(228, 170, 145)",18.0722891566265,0.605839416058394,0.7313725490196079,228,170,145
Tarte Face Tape Foundation 29N,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Light-Medium Neutral,"(222, 168, 137)",21.8823529411765,0.562913907284768,0.7039215686274509,222,168,137
Tarte Face Tape Foundation 34S,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Medium Sand,"(217, 169, 135)",24.8780487804878,0.518987341772152,0.690196078431373,217,169,135
Tarte Face Tape Foundation 35B,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Medium Beige,"(228, 183, 165)",17.1428571428571,0.538461538461539,0.7705882352941179,228,183,165
Tarte Face Tape Foundation 35H,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Medium Honey,"(217, 159, 125)",22.173913043478304,0.5476190476190471,0.6705882352941179,217,159,125
Tarte Face Tape Foundation 35N,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Medium Neutral,"(215, 159, 123)",23.4782608695652,0.534883720930233,0.6627450980392161,215,159,123
Tarte Face Tape Foundation 35G,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Medium Golden,"(222, 170, 123)",28.4848484848485,0.6,0.6764705882352939,222,170,123
Tarte Face Tape Foundation 36S,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Medium-Tan Sand,"(216, 161, 122)",24.893617021276604,0.546511627906977,0.6627450980392161,216,161,122
Tarte Face Tape Foundation 37N,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Medium-Tan Neutral,"(217, 157, 122)",22.105263157894697,0.555555555555555,0.664705882352941,217,157,122
Tarte Face Tape Foundation 37G,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Medium-Tan Golden,"(214, 160, 120)",25.531914893617,0.534090909090909,0.654901960784314,214,160,120
Tarte Face Tape Foundation 38N,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Medium-Tan Neutral,"(212, 154, 117)",23.368421052631604,0.524861878453039,0.645098039215686,212,154,117
Tarte Face Tape Foundation 42G,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Tan Golden,"(198, 144, 99)",27.2727272727273,0.464788732394366,0.5823529411764711,198,144,99
Tarte Face Tape Foundation 42S,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Tan Sand,"(203, 142, 102)",23.7623762376238,0.49268292682926795,0.5980392156862739,203,142,102
Tarte Face Tape Foundation 44H,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Tan Honey,"(209, 146, 110)",21.818181818181802,0.518324607329843,0.625490196078431,209,146,110
Tarte Face Tape Foundation 44N,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Tan Neutral,"(205, 147, 110)",23.368421052631604,0.48717948717948706,0.617647058823529,205,147,110
Tarte Face Tape Foundation 45H,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Tan Honey,"(204, 142, 106)",22.0408163265306,0.49,0.607843137254902,204,142,106
Tarte Face Tape Foundation 47H,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Tan-Deep Honey,"(203, 140, 105)",21.4285714285714,0.48514851485148497,0.603921568627451,203,140,105
Tarte Face Tape Foundation 47S,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Tan-Deep Sand,"(196, 138, 101)",23.368421052631604,0.44600938967136206,0.5823529411764711,196,138,101
Tarte Face Tape Foundation 47N,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Tan-Deep Neutral,"(198, 138, 102)",22.5,0.4571428571428571,0.588235294117647,198,138,102
Tarte Face Tape Foundation 49G,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Tan-Deep Golden,"(182, 128, 87)",25.894736842105303,0.394190871369295,0.5274509803921571,182,128,87
Tarte Face Tape Foundation 51N,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Deep Neutral,"(196, 132, 94)",22.352941176470605,0.46363636363636407,0.5686274509803921,196,132,94
Tarte Face Tape Foundation 53N,https://www.ulta.com/face-tape-foundation?productId=pimprod2003933,Deep Neutral,"(176, 112, 71)",23.428571428571402,0.425101214574899,0.484313725490196,176,112,71
